name_product,price_org,discount,saled,image,link
Đồ Bộ Nữ CARDINA Chất Thô Trơn Nhật Cao Cấp Áo Cổ Tim Tay Lỡ Phồng Quần Dài Thanh Lịch Nhẹ Nhàng 2BTH04,409.000 ₫,-32%,Đã bán 27,https://salt.tikicdn.com/cache/280x280/ts/product/bd/ff/b1/02a6279743cdf9ca2ce9368582ae1791.jpg,https://tka.tiki.vn/pixel/pixel?data=8f2E-pVaZSfjp_UAUDQe8zeSkiM2ayEHQaJrAiblzcq5JhdjlHzb0Kkm5CW_i-ArNN87lmbHIGfmbjsxbJq1pE2Qq_AeWrvSAp6j30aqUvGFGfDg7MsMjSZxZYM_KKuGQOzq9YF4crPXlNYwJdMwqjARi2kBqZX5LMYTyZAsadAWvbcHxR_HjYMM9cr8qj2H3h5R1yIDpSgfe5B0ArCHQHX6RDU_hIaEPpEdIkEXeJF9rPJiDiKMQaOVvPRa_X8VXXHfXtLctW2UdW1L-P9sqfQrUjO6FyiCsiepzxmpMV8TPFohlnes82wx9rX8iO5Kg6gCCbsV083Zp_ghX_QPeomom3pfnAu-WZtwTCeWL0gLUM5xsYrhQ3oX3wknDVNTyI5sUdAMfw7PvBz7YQ1DIU7B0bONNfmXw9xDlkHTBGIifkcOaDs8tmwVMpnYBqRfHhXNflzJogaeV793MhpKfUIO7CgJoZ0pt-ozhwDfjNRt57vbYoIhv8kc066MTx3lBcWTyQcWjcNoybQjFrPQnz16d3Fsw2SCCr2qtqsEgg8g5uNIOfNYtvRKGOmXNBQFyK1d3qtr5iUY3RWchdAdy12dZUQkKu99lKWnu3m4Zbu1Dxooi4Ku2G6IUURFlE6owKFKOcLdmFtVO0kJUhihOkmwv9pywA6pMr9euZvzGPcNFKBqQiOeICxUZhDwOaa0lfB-om4Bi_7mTNNSrxxUP3q4b8pP6XD6RtcpBX3p5viNrZAN9hjUGFlNM4g-oOE6GcD3dqoBkvRKaDtcADHct1GZjEHEUDXgk6L-f1X-RpeZWhEic55pzKOsbFnMGKrHotcI7Xf4BSDzVhxzASYDVek_jwhZ67ouaYVKC0Bj6q4-K_lcPIgO0ZghgFdwm_kUAuH29jpoKZYoQv_KHHOo__-a7V_AnZ7VtiEnKhZ3ptGG0CiYQb6pJVLSa301h6LuegkCjyyYVnDnMovRgaA2PfxWlfDtP5C0S7HA_za-pqSLbUk6aA4HbLqXw0gYZ8czaIhXPJFgQcde1OOgCJnSu0K9Ykf6QVVvPgcPN_977P6nZT2DxSgiy33b_13wPZtfpR8ZAi7vHh60XT50v1n_IvFYJZzkhtJCZMwoT62Xf3j0uVyFXk6RoPaKQNtm-EAtEDydlk1g6KZZvOrWj06e5Po0KsxA4wuUJWhJzC2f0U_EOIzRHvNKuAlwCNDBy0QJSwQqqBiFgJv38x8BhG-BH9F7gGKzLrEFmFUjCSelwR9Q5pNyY9GEuukKVpT_OMrtuqfItzlyCElucKmYAEFuo4vEQDRvRws_FYU165-PC8KE95fiWUTxcU9G8e5g9Sosfi34IRTvlpJwPWfm9ifSpymYBu2eAEeH0PVbM6uO6OqJUJ3UI84HnKdGDlzxLerXcAmvoMkb2YFM0cy-Xp5XDL2tFZM5jQmbRqDKl9rurQM5Kxsm1YlkQHeWt8cpImJq1DArQb8F71jUuHkCCxBY8hozCn8t_IRy58yvlmW1asti_H0HcYbyArVm0E2vlfbR4VzmonXHy15eOMETnxvokcxBbrGyDK_PlH1SNQp0uL-SUNgwbxKY1F8MNPBjFN0UPqWkwgGvFlXQvciuE6QacpfgcSNnBZTlhxYBWrf5uIvRqW5zBtOU2Zr7ol6zfenLcMEHZub8llWEeVH0CO5jQironZeHh2HPxMg07SakM-M7N1TDsMG9XTxd4l5yuMXaIjJmNNvdCylfdolb_3BXwJ-VOEJ9TWmTZnsxcQYuSPcN_oLhX7KBJgBkJL_4w4FF3IxmdbOauzqwDu2AZ1h9p8d4jI9rYSmpXUx9-O6_ryBK9FHtQ6AbAPR6T0y3wRowaB9cIXcwP9VpZE_6pTUvgwQk1SKzhALf9rOpLjjTJsDdb-CvBe7EtQiWxMvXkEfBdFhPrYmJUbQtHNLxDTBop1ByE9Rnu9L65xIpOvhp6lIzV85Aqeao-C4REuwmEZDiXp3XdUNZPt-9lwZ3TSOmiMoA7upbvmsF5CQ_c_WQFDMDep5hvUaY&pos=1&reqid=RvR8pRFdsmDGnlPx&type=CLICK
"Miếng Dán Ngực Silicon Nhiệt Tự Thân SBeauty, Dán Ngực Từ Tính Không Keo Thoáng Mát Nhẹ Như Da Thật",145.000 ₫,-29%,Đã bán 432,https://salt.tikicdn.com/cache/280x280/ts/product/9e/25/e3/33aca6bb9a4bea5519d015a823463552.jpg,https://tka.tiki.vn/pixel/pixel?data=bSigzObPGG-d4GAqEIVLEcIQyXdwnfVhiXQFxPwpqTovePJ1PqTLOV1kx15Zizw3naxaiIAk01ZZPT6Yjq8KvdwBMPWhbicZmMrJ8TTHjV5iW7b7bETonZfZjvOMjuhuPmo-w3e-0XWDfKA27ZV0LhjGoVbPS-mY1awHSSNAy_yctO15oHbLmQtvhuFzVXWcJq78XMG848eE2ha8Uo4-Lgb36ZmBDqnZcNx3xaPFf1v7eAVT0-I1WejtkRMQIEzwu5wercAk0tgMQJmOtXf2XAzhbkl6rOcaYlcyNHuGzblWaYhZ-LGP739xzZqMONPgenDMckvXu78vlxZ8y1VnzPOGZ4vWZWhZ2k1KKTQb18x1Tk6NFQ_kFyvYiJVO3b9rwCANv2_VDZFZ3ia4ywqXFqY43r6Qfxz8Ugb1YbiVdhYWpzmVcofiotCd2LE4metZlh7zVZAOYefOtUYfABaBjfwqps51hCY9y8ULwbf10l5LmP1d9mEwSUPiLiUj21y9Q7jYLV7frjQut13Ny53OlnZR_T1jJ9sgf6KC8ESM5GqYR_iVd_aYfOYCrBzITzVmarASqBsjwIcrFzNBxr5E0YSUTcJdq_sVPiBgJHFRlcGDEp7rbnFCnC7KXjRuyKCYQYogbGb0F1bEKycCrEmQL78Pbd0eJCLDvwHMjnZuad2cfTGOrlkYhOwwc8fdRDrdSan-zY-3-BB2qXAvJuiMek3b-5Xs3Wh531K3uP84QO5S7vZmPRHORGXMDWFQOZ54rLnG1ByoLVyP3aDxzM0C_zGkZJaICWZgz5kxZl8nT89y_q0NLOD0xny81I85JLwBkPTc3piKhI9hwU8tLXZ4W5N0aQbI1pjA891tTGFjS82ZUbhE0vpASCwnZ5jZuH1LGwCAsIB7mMb76NXTzQOea7vd-MMECOLO9ewLWCcYQp2tigTELBBfMaRO-Qc-rUKbyWtdLVVV50T6LUsuo1aWpfXExsHF8kgL_7at-HsAQQIevwJ5ZoGJk5RX8uBXyxXQKYKVXcQwQxKvacokbSp-a7PNz3Y-b5N2wO-d61ZYHJPVshj70xwHSYj13gHd6zliSUcQ_ROLZYkMf5JU8_NJWHbyoko5ddCyKXo-4UeHPQP_b6nwSo87GQSruaZdtWuvj48g6X6SuZbpIJ-nZryL0jn893Jsws6mY3HF-moswjQynGif5dVMiKIR19N5JLLC0t0ESm1Or7Ahg3ZD5ys9MQCT7wOSlqUgc5xyWTmIv7I_4JD-TnpZge1hORxmciEn5-OEAqtZPlXI4L3kI7DWKKuGVnANQM52VwoAVO5M1Fxm14dnI8aXhAevVr8pZ77fKTCrEaWUxpt6sgftJwLVn-zttCwywv9AMkHatS7NN0pUSJMqABUWDPSoIUW0bb6IKc5iCTdomPdONPrXe6kc98fJAS63Xcc13CIcjC3wQEgps8lLrjPAwvDFFH1lacxnlKgMg70pNWnblaZpmfriZa1F5lNgKsS_dZ8xQYSNIRQuia9KIOowFM6NVyChlyhrvXj28CPfLD5n5K0VHnYveR5c8l8cVAkYUHJXhH2ySvoYS6POutHgI9eWVOjGXd1j_vK3ZfNgYqANhcuQnGOF9eOn11-wWrbQXUPelB6Z-O2rEy0oshRKHRXyCoCR2WhtQevEKZmuS5pYMIzZro6JbZHSYx5K_ry3d5M1y4O4G-mlfrUMr_L6qqTSZ9mhYBzwiJF3BJHUS0EuIugT8pszgrFCkDtKCe1p80d7eyl3NvDmflW2GH9ul-rZQQcCOiQfxUkTbBUZFYGF1Jp1iPC2LAKNCyFr_JbXZs0I6qFCItTYKCuX7mlgT8_-HypmMOwc0N8sd836VX1OYd8AIKVilZ2h9Ut4JCRW-GV8ldt705nLmnIeSxg4iy_uFGc7B3_PVR7S2V9qlJJHrg&pos=2&reqid=RvR8pRFdsmDGnlPx&type=CLICK
"Áo khoác nữ thoát nhiệt Nhật Bản Goking 6 túi, áo chống nắng nhẹ, thấm hút mồ hôi, thoải mái vận động",261.250 ₫,-5%,Đã bán 730,https://salt.tikicdn.com/cache/280x280/ts/product/eb/ee/29/5fab20173a7c0e1267e5ece2526ab048.jpg,https://tka.tiki.vn/pixel/pixel?data=JtdQodvn46bqaSp84LCiSH6f2T-M94BOtw8ngSoXKZXwlGewxroYLKGF1mPipQyIzdg0Ts0fSUnA4KSPEUOnZHoVey4nciQNdQ3_1-ALLC2k_RGVi6JCevRWmACNtQ4RDhY8M-U3nqTlYqsY9VYgITs8Klq0usBn6QTcDdSTsA-jyNufFETGdJHsMhHBkzCMl8MeVi8TA6sJrGX-ek64n4kUxZrDievwuAc3P8zZegtdKsSVqrgI94_ko07kDtRK8DVW3557Dvb1sLJ4yJhWfiQE7s8WJEdha_SFB-Z9-yU9XfG3brFRJuqQsZeUSNDD4-D4ThJ4w6H-QcrgK3pJiHrYPKkR7XC4kPJQH1aBybs5BS8gRc1KZGrhhb09thyodt672YjRBUNdgnBZCNJpZ7LtmPUQfn9JJVGN8odkuHLe1-wWizHLNfwyORxSBM8Va_yahbolrtn21dvQlDV01Ujp3Mugq2tDeoCOtBYYsZF5MCaUD3C2tpImL2hKkt40IzsnqxCyhnVhyadVtG0TlW6j-rmk8saeg_1DEwYBetkfBBpf8ZjwcX-Ou5NMSP4y_9Ag4U85dNviqMDanG7D8seM-F3uLcanwdZw0WYX8qkifreIywwLsLE13EAzWiHIP3tPCTaq2emT_kTKN-QDIUNH1SrVZzkWraCd9uEtct0vyf0trDHy1Ck6ZkRlFoS2DRvV4RckM8SNq10CY6W7ErC9X4ePjSudy4USWpvCPHEBDAc3-LIaj6ZmMBSpmWO75evLHmefGWzzcFfc4TYJpgjc73VpWGWWOrYEknMIWDWiOcUL-J9uMOslxFxncWdrOfaH5CQENUQbXXvoDpMP4z5XaRmBSkOMnHic0PdUAY-Cuq5RyrlG-lEbtCI01DPoBINkakf1LPE3JOITI_IRJUjvOWRNQ1AOZZX9MseYAEQqmmi-RUcS5LLq6qN98PwN1npI8RSU0oLMmf-SLokc_CGeGpZxQtBikn_9d3LXSO-D_wERRZILGsy9wtPqfVSVKqIppKvaGGoiU52OC-_oRjXKBOce1QFhmI-LrLzGO9RWbAUqNro2SQ1qbkbVimvqCwSZcyU6a3J4nQOE_8fJ6WrA08rlKl1PWXJzeN7sXEx3JIi7LQiA1kUrcCHnA94U_piYgiW0_FFNIxhoK_PWoMmjGyylSuwPT95V3B7P8D5F8kXIqrMUVZWGzKAJ3Se7uXO_jCiWFpKSzPSobNaKcF-Gqfy2x2B_SbXTn6-GYF9i2M3xQclcQEF_31M8l9dNVzqnvIxtF0BJOsa--JueAnsyFyYYadUR0CcYQd7LqKh0mYGvkfxZW_SsBiiDeg65cQKZfqJxJIKAIO0_zPFQbNYK3TWVaugHgO17lneZFRIjz-ewpkcpyn244n5L7PbipGQtvJClhXM6oin0sohvVSMFIJ_YU9MqQfLT_fZ117wwAK7ssgMigsTBA3Jiag45dfR-ve099T7MaXQH_E4qOqUgouMEPExvunMpAlocZNF-w1jPRpEfO8ZNS6EWxTu-lzbosgyUpRGtuZjeOrYbEJl0bCN9RBh4LFwE07yAqLgZEy5ebaOBckennddvohVinX61k8T_WMa35sQDhkbkQv1SCmjbUGtdcEx_sqFsEYbfe6y70w2QGnPhQFD9_c51BKjlDjCHDxiqaKvftp91feVBcA_MxJR32UeJdv6n2SrQqmHIy-xc8CjGKh7K5df97LNALG063Do768urRnqVUUqZg65PmejBS0m-lZ646_XVjzon_TeZEczCzARNfrK5xVr8G-Nx3Gk8zM14ntkYOqbx0msiV8XepFSsKqVyeKNZAc_2brClCVBk5YSSUrrhjbNwfXKn5iLRfd8IMwrX28LjX8j1QyhkHnXVTpAbd2O1liwoWu0K22jSc6kgcVtPWnhah2zaWaESG0D2ytivjY-qAZPswSvXJZwte5QxfVk_9GKqKSG_heowe3O6I7rCyNlTEtMguWxh8O_EVq_cfd3Ung5us8kK_VpmFSqNsoVbvIVq07pJUvjyhuU_iunTJNlMavbgZBgzP7FqWes1D-OJPDDnwFTHaAMwW2_2cJf8nvbZ8DrGrert1Ck9D2cZzf4KBr3iq_XqxfOYHppCpt6D-1w_Ntk7vYDkkUGSuERCSwy5X-uxvCZivQ_SbJtP0uf1KWU-AJr45QMp_np4WLLo4FhtLkZ3JkSq2Kq8lpWOissVkuffSsJkllwm9iIQCgzODMUInbmpHahDa9FCtlbZBKM8taQUYTvCPDaYk0TQDg5WJM6lAzB4f7E&pos=3&reqid=RvR8pRFdsmDGnlPx&type=CLICK
Pack 2 áo ngực không gọng mút mỏng everyday iBasic BRAY035,189.000 ₫,-5%,Đã bán 60,https://salt.tikicdn.com/cache/280x280/ts/product/b2/5f/0a/38abe40492cafb2a96afa7ffedaee029.png,https://tka.tiki.vn/pixel/pixel?data=dlBOWToMR1LgplJRMLFh_ODU87YVQ4rhmXgIO3MjrcFh3MAT6CLwMS0y2ZQSHt0UllykK6BMDpAKB8AzMJgWfogpXfZ3I48ZnX-69pcMNdQYm_ojCqRvRJtgQcMgfJXcV6VaFyyfESjFtrIT_sf4Zf0ZmnS5Zonc1Eic1EcTeC7Rd8FgYpMZZ48XyV5HtBQqUmrZdppaxN9AE4Dh3iKrWAV3Cn6XKlK7TCyIMe2Alc7najIo4lHfUN-x0nRNUhbW-4ko_IjgzJqUAgi4jEbp6E3h_SJjJnq06oAYViOwoGCuaVJLBfJZGUTNnXr_vRC6HN3Nm4DJT-grvaQ1V9WN6PZTQn3LCfi7zKWLztpgdot1GSe1oJulj59qoOCTdZhDn4UldBs1B-jZprucAFn2Xg6-PRMWorUgr07YOb_DErU5S2_79Ghb-TikstMv5z50cd2PBpGk4EhJojAMciIBPzA9u8G64GhJCaDt3bvxBb569UffDLlV_Z1eDvf9M-IRJBq7M-RQd_XL8-AqMUDlPSu1mQHr5Ku8EpZGF2r82hW23JAzBZl-NWdlYFUjGmrigHgdiktdLkA9JRiCBhv2zbo9dTzbfapaSGwN4R8GCfJNszphdEx4MwF-q1msWrLDvTaLMOfUqqM4xmgrUrha_jg7SiRl337_Xgik3spKiey9oBXuMjQyjn-GCsrUC6TgzdlYMYC1n9LV-J6PHwzLUkj0DB8cXhSI4ycBESaK_f-j-p-qLNlkI0_Kmt_HYmaFzhTSB4IhtyCHfCioMHR0t4fcW5obf7G2-0d0TRDGwKm5F3untr-hojcrxMeJLzG2cWZLu3KTVooq5LWIl9p05JrItr5Rz-VzgO0d_4E1e1zJcLWVxhETEoydmwz3cAA17g3y2EHyO3Tto4u6ct3kVNvJ2wEDX_p8y95waWcjy28X096msIZcG0jkbN0KjQLvjDBatqSCf7wjm1pIYonnLlBe1maA7rfq8Mbqw3lS5oac8tzyvIebBltlkiZi62NzxCmknY6-Z0vEQfAjm8E7Vno8QhmGXx6a2ZZc2rr5Al6IPhOQxRW13lJzhikka_qQeeQdarqjhfYWO1Q_dJx_VJkpgJhf3NDqTHMnngtJfdDG-oJjFCZqTi16SZS2UeT1txvzZ5ACR-gWEwYNspJTKk5HjASvDxFce0l1KznnKvpa8HeGtx2RGWENv7KSvw05tnCJl54XjhgX9NA2Tnv6IPNPOjQykD1x7vsJhhlcwjxuOzavHa8NEKLPP0ztGcAgHsBsdLpU4hVHCGJ-cytBp3mXdk1-ellaAXH1xi8ZiuScB1ZF1nDaco7fkhkbprVAgLFLXHBr6umCcZXw26BPVd0hztgLjUahWO8IH0tyYvqPUBAzeTKYfFTiXuc9HAovU6gxwZaH4S7FspwUGlsVC7tsKw_22gjwtpmzM46DsQw9c0PVrZtj_GW2lvJPE7YA0LQAoBQ5vV1KTP_tXzjll7IZ-PKOFbnGkTtlVjkvO-HESVtP6U0jpTZDGxgDfUW-fU84002tupBHeLELPVy0n1s63dUrxWTbt_pX9tmr-IFA0LmiONxaTCSQHvIE0QT7NP77hXh0jv8WTgsEin6Vfy41mftORp1-zy9JVsnpMqSYttj7Y40Hp1bIwy90NKnaFl8Nzi7b3jaMsQN3pYrLoO-cuzlDifXqCjvH7I9ieLfJdiA1zdoYku4uGRsCOdYtrmVhbhqxrOdQr1zZ_XUzxyvZaG6meJrnn3spQArVlShHMvcqnNxnz9FdxtlxgzLLKY_4IsgYofloZOyFdxYQ&pos=4&reqid=RvR8pRFdsmDGnlPx&type=CLICK
Áo ngực học sinh không gọng không mút lớp bông cotton cài sau iBasic VA107,145.000 ₫,-9%,Đã bán 215,https://salt.tikicdn.com/cache/280x280/ts/product/1a/b3/a0/9fcc769aa59a85ee87669c30d5ac889e.jpg,https://tka.tiki.vn/pixel/pixel?data=Cgj_y0Q6oPP9-2t9wEHylqx1TSdciPNodX5EOep1TJFhCUPjeuijFdcyurcv2QfPNHp8Ne63YWMq3lmEbs9qDp0YxIWRfmgkSQgvgDoBWb1LdQZFzr1YCVK3TzJDmzmuk7w_GOnaB60mMKHOCwosQWNY8T9IrgbF4LE-cRMcTOW_TVGYRKSLXoVg9HtmWxtLsaFRQ4-Dyq8tvIYt7X-iMTKzkYE2GUUte9M93mlFo7QOF2jb18pYadJSZr4-YWvkZWjtHJGlR6osajOdqRglKstnVcTVBgVOZec2MjN511HqGTdBovblAYKOaaVB4NFvoPB-twkBmNGm9FF9cckZyVvuKZdPm8QNtPZid3rrzZB-H2lBkXU2yi-x3FoHLkxoLG4p3-RjL6kS_VbeqUN6wU-lcSh5TVL6b5aIoPj7jeyZ35evza3vYbTY8zqdeNfjx-4mWlrQsdySlIdzU0LTKd4f-ZixlamZBrQsj2TpxyTQyU5gP-B510MsxaEpW0_ffY8RhtYGe6FxWsnniA0Y8wNmmJRyRbjyABN3graYqRjtrZkNEj3xPJDk_KikXDJt7YLBsd96QJhwE_1f-wELmmFw7iw_evGKD_5_m1P7XazM0vKmzPT9OZaGpVBL69f5pverI49qRIGW5TLna5tq60kGrHQ7GCOYtv0go8T3fAlXQ3nSulr9kuLVsZ0xjdj7uIt3o252pbmIf0lpRV7AtKARU6PC4eLPgVuanKOSoaGTGmM-d4MH6M4F82rZPbcHGUBhXNgHNSHxa7-xlBtfGJItKmjzZ7QjgVlW52vy7sil-i9DvMhcFJ1_MmuYXQVJmMoST4UK4BnHjF-KZTzzso6n4YmRroktOIXPn9SoFMh7rfhg5NMIDu4-ifORdDDTbfZ3WB2QjAAd-ik71m_gerLMG3jJ7P08BTdmm9OwlCkizNwVlHy7o-0vIL0T4ZHShqrMHCK1YhdxZFphClJezqEh6NaYOvp0xNEJWZVtao9iiTIHOkdLPE2taajo68aj7n4Lnc80XGzpLCCxclVfVnTGhKUnjJNxvLdewssw0DjCqVQ2GVsZjUZlunh3_KYJ2gcINZ-rPfnWCPNT1xCNNkCdS4V92Z-hPFOIvVyV-4-sU0zplPLTHVFSi5VtXlMusNc8t73HsDZXGhaLv6NuRff6nwVpk3jJoNzMdknMN7mZaiVQN0t9UfZ6BLtCpxlIcq9Ir-jWEBig28Z4Q5s-bztc_apENTgemoQER8UU54NVNocc-VXXsmT27XHtpCJojkkQ3yDqxwJ01Nsjka_FLl1QMUZGJ4W7psgRgltwGIh2_EgXWRuNLLI83rxe94nqh_hALXCSA82jdBfGOYo_EQRIAWQIfOFKofpn9T-uuH8jrM0kjeM69BSz8PwEApvBB1kt0r2z81W669jIUu63mJE0QrmOcoWs4349AkZhZG7jvex5q9I8p8b3RVBH4sjm8pfQw5ATHcfcKtYkq7X_OZALPQXNTpPbDTXpNYetuBwQkmn3H7p8nz2_ZDCm3_NLbrzDSBGNaktvvFJqUR8awdhwqYOIDf_wnZ9Bloi2hk4Wge2D_A9Sxjqvjw3Sasaar6UAx--Hic2HUTZGw5vFyFMyz9qguEjCGp_V3zqh07ogAgQ374DwjhlIZGFWtnrm4flZoDz8zOUloI0Tv8KSPDjc1hInrIekDvcCIIT1wfwE98paJYNmodI2VwdwaOImLbPYr7IH5VL7VxjlEDQpr6GCWTW0Jq5oELNiU34ckTMxMFx53ulEVjfAv5bKmotJq14AGgOmMS1VZwoLtDFVmClL4V84UFq801UqwHcwVjZ6xBRedtTmRzmiUg-GhmP5ov5mQje-1t9bGAU&pos=5&reqid=RvR8pRFdsmDGnlPx&type=CLICK
"Combo 10 quần lót nữ cao cấp, hàng đẹp loại tốt, co giãn đàn hồi tốt, không gây khó chịu khi mặc,đồ lót nữ phù hợp mọi lứa tuổi",109.500 ₫,-50%,Đã bán 3564,https://salt.tikicdn.com/cache/280x280/ts/product/f5/4e/74/e6d2e006c37e2fde20df960b71077a44.jpg,https://tiki.vn/combo-10-quan-lot-nu-cao-cap-hang-dep-loai-tot-co-gian-dan-hoi-tot-khong-gay-kho-chiu-khi-mac-do-lot-nu-phu-hop-moi-lua-tuoi-p44248342.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202302160600_MD_batched_PID.44248346&itm_medium=CPC&itm_source=tiki-reco&spid=44248346
Đai Nịt Bụng Giảm Mỡ Sau Sinh Dạng Latex Corset Chuẩn Quần Gen Bụng Mặc Váy Chống Cuộn Kiêm Đai Định Hình Bụng Thon Gọn Quần Gen Nịt Bụng Nữ Thoáng Mát,109.000 ₫,-50%,Đã bán 47,https://salt.tikicdn.com/cache/280x280/ts/product/40/26/8a/bd38777a06816f736c26571dc2cd6d4a.png,https://tiki.vn/dai-nit-bung-giam-mo-sau-sinh-dang-latex-corset-chuan-quan-gen-bung-mac-vay-chong-cuon-kiem-dai-dinh-hinh-bung-thon-gon-quan-gen-nit-bung-nu-thoang-mat-p208187119.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202302160600_MD_batched_PID.208187121&itm_medium=CPC&itm_source=tiki-reco&spid=208187121
Combo 5 Chiếc Quần Lót Nữ Không Đường May Cao Cấp iBasic V189 - Hàng Chính Hãng,315.000 ₫,-29%,Đã bán 1574,https://salt.tikicdn.com/cache/280x280/ts/product/17/83/a2/a919269cfbfd8d9c1d6fada317c49bbe.jpg,https://tiki.vn/combo-5-chiec-quan-lot-nu-khong-duong-may-cao-cap-ibasic-v189-hang-chinh-hang-p45600236.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202302160600_MD_batched_PID.45999235&itm_medium=CPC&itm_source=tiki-reco&spid=45999235
Bộ 5 Quần Lót Cotton 365 không hăn chống HPV 10 màu big size đến 65kg cạp vừa thương hiệu Baw QLN17,129.000 ₫,-35%,Đã bán 923,https://salt.tikicdn.com/cache/280x280/ts/product/cc/e3/d6/d76c7aa6e864dc362c1d8e8ada0f97d2.jpg,https://tiki.vn/bo-5-quan-lot-cotton-365-khong-han-chong-hpv-10-mau-big-size-den-65kg-cap-vua-thuong-hieu-baw-qln17-p82700848.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202302160600_MD_batched_PID.82700854&itm_medium=CPC&itm_source=tiki-reco&spid=82700854
Hộp 10 Miếng Dán Ngực Silicon,59.000 ₫,-46%,Đã bán 117,https://salt.tikicdn.com/cache/280x280/ts/product/89/06/6a/121cdb420986a9808560a373f2f9b21f.jpg,https://tiki.vn/hop-10-mieng-dan-nguc-silicon-p55578594.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202302160600_MD_batched_PID.81758744&itm_medium=CPC&itm_source=tiki-reco&spid=81758744
