"Set đồ nữ áo Len Trễ Vai + Chân Váy, đồ bộ nữ Thu Đông Siêu Nữ tính ( Có bigsize) 028",₫99.000 - ₫169.000,"Đã bán 9,5k",,https://shopee.vn/Set-%C4%91%E1%BB%93-n%E1%BB%AF-%C3%A1o-Len-Tr%E1%BB%85-Vai-Ch%C3%A2n-V%C3%A1y-%C4%91%E1%BB%93-b%E1%BB%99-n%E1%BB%AF-Thu-%C4%90%C3%B4ng-Si%C3%AAu-N%E1%BB%AF-t%C3%ADnh-(-C%C3%B3-bigsize)-028-i.684640396.18457697552?sp_atk=7c6fc67a-6acd-46e4-beac-fa8659bd2a57&xptdk=7c6fc67a-6acd-46e4-beac-fa8659bd2a57
ÁO KHOÁT GÂN ĐŨA TO CÓ NÓN THỜI TRANG CAO CẤP HÀNG VNXK,₫79.000 - ₫89.000,"Đã bán 1,5k",,https://shopee.vn/%C3%81O-KHO%C3%81T-G%C3%82N-%C4%90%C5%A8A-TO-C%C3%93-N%C3%93N-TH%E1%BB%9CI-TRANG-CAO-C%E1%BA%A4P-H%C3%80NG-VNXK-i.90033870.23909230095?sp_atk=f2103c02-2170-4c02-b4a5-6f2bfde8f27a&xptdk=f2103c02-2170-4c02-b4a5-6f2bfde8f27a
"(100% Vải tuyết mưa loại đẹp) Quần suông ống rộng cạp cao khuy trước kèm túi, Quần vải lưng cao 4 màu quảng châu",₫200.000,"Đã bán 4,3k",,https://shopee.vn/(100-V%E1%BA%A3i-tuy%E1%BA%BFt-m%C6%B0a-lo%E1%BA%A1i-%C4%91%E1%BA%B9p)-Qu%E1%BA%A7n-su%C3%B4ng-%E1%BB%91ng-r%E1%BB%99ng-c%E1%BA%A1p-cao-khuy-tr%C6%B0%E1%BB%9Bc-k%C3%A8m-t%C3%BAi-Qu%E1%BA%A7n-v%E1%BA%A3i-l%C6%B0ng-cao-4-m%C3%A0u-qu%E1%BA%A3ng-ch%C3%A2u-i.109992618.13846863888?sp_atk=3a4f27e3-37a9-4bf7-bb55-180056021a9f&xptdk=3a4f27e3-37a9-4bf7-bb55-180056021a9f
TEE BASIC V-1 ÁO THUN TAY NGẮN NAM NỮ TARBO ÁO THUN TAY NGẮN NAM NỮ Lisa store ( V419),₫159.000,"Đã bán 18,3k",,https://shopee.vn/TEE-BASIC-V-1-%C3%81O-THUN-TAY-NG%E1%BA%AEN-NAM-N%E1%BB%AE-TARBO-%C3%81O-THUN-TAY-NG%E1%BA%AEN-NAM-N%E1%BB%AE-Lisa-store-(-V419)-i.546869519.16723954774?sp_atk=fcd59ca4-d115-4916-9f38-58d83aa6efa3&xptdk=fcd59ca4-d115-4916-9f38-58d83aa6efa3
Quần Ống Rộng Chất Tổ Ong Chữ C - Quần Thể Thao Unisex Dày Dặn Phong Cách Ulzzang_C003,₫75.000 - ₫79.000,"Đã bán 14,7k",,https://shopee.vn/Qu%E1%BA%A7n-%E1%BB%90ng-R%E1%BB%99ng-Ch%E1%BA%A5t-T%E1%BB%95-Ong-Ch%E1%BB%AF-C-Qu%E1%BA%A7n-Th%E1%BB%83-Thao-Unisex-D%C3%A0y-D%E1%BA%B7n-Phong-C%C3%A1ch-Ulzzang_C003-i.31233825.18235471551?sp_atk=6d56aa7d-e8db-4a1d-95a1-859afedaf743&xptdk=6d56aa7d-e8db-4a1d-95a1-859afedaf743
[ Rẻ vô địch ] Áo thun cotton tay lỡ dáng rộng unisex - Gấu vre,₫59.000,"Đã bán 1,3k",,https://shopee.vn/-R%E1%BA%BB-v%C3%B4-%C4%91%E1%BB%8Bch-%C3%81o-thun-cotton-tay-l%E1%BB%A1-d%C3%A1ng-r%E1%BB%99ng-unisex-G%E1%BA%A5u-vre-i.259496548.20965275116?sp_atk=5d3c50da-58bd-4a1b-be4d-2ad9fea39aca&xptdk=5d3c50da-58bd-4a1b-be4d-2ad9fea39aca
Áo ngực nữ sinh không gọng - Áo Bra Nữ đệm mỏng cup ngực nhỏ phom ôm không hở viền MÃ AL53,₫28.900 - ₫31.900,Đã bán 4k,,https://shopee.vn/%C3%81o-ng%E1%BB%B1c-n%E1%BB%AF-sinh-kh%C3%B4ng-g%E1%BB%8Dng-%C3%81o-Bra-N%E1%BB%AF-%C4%91%E1%BB%87m-m%E1%BB%8Fng-cup-ng%E1%BB%B1c-nh%E1%BB%8F-phom-%C3%B4m-kh%C3%B4ng-h%E1%BB%9F-vi%E1%BB%81n-M%C3%83-AL53-i.275954116.16591656694?sp_atk=59c32267-c217-47ae-96f3-d73d8e331d2e&xptdk=59c32267-c217-47ae-96f3-d73d8e331d2e
ÁO THUN OTIS CLUB unixex nam nữ Áo tay lỡ form rộng dáng oversize - V388,₫139.000,"Đã bán 8,7k",,https://shopee.vn/%C3%81O-THUN-OTIS-CLUB-unixex-nam-n%E1%BB%AF-%C3%81o-tay-l%E1%BB%A1-form-r%E1%BB%99ng-d%C3%A1ng-oversize-V388-i.409429071.11482189117?sp_atk=a151057c-e5ce-4cb2-8ab4-0e5c5a932cac&xptdk=a151057c-e5ce-4cb2-8ab4-0e5c5a932cac
"Quần lót nữ tàng hình đẹp biết thở, thoáng mát ôm sát, kháng khuẩn mẫu A68",₫16.900 - ₫17.500,"Đã bán 19,8k",,https://shopee.vn/Qu%E1%BA%A7n-l%C3%B3t-n%E1%BB%AF-t%C3%A0ng-h%C3%ACnh-%C4%91%E1%BA%B9p-bi%E1%BA%BFt-th%E1%BB%9F-tho%C3%A1ng-m%C3%A1t-%C3%B4m-s%C3%A1t-kh%C3%A1ng-khu%E1%BA%A9n-m%E1%BA%ABu-A68-i.431727572.17588307132?sp_atk=58a867aa-570d-423c-b094-15d0dbaca70c&xptdk=58a867aa-570d-423c-b094-15d0dbaca70c
BỘ NGỦ NỮ CAXA 🦋 SET PIJAMA MẶC NHÀ 2 MÀU XANH CAM🦋,₫19.900 - ₫39.000,"Đã bán 22,5k",,https://shopee.vn/B%E1%BB%98-NG%E1%BB%A6-N%E1%BB%AE-CAXA-%F0%9F%A6%8B-SET-PIJAMA-M%E1%BA%B6C-NH%C3%80-2-M%C3%80U-XANH-CAM%F0%9F%A6%8B-i.30142553.11709341987?sp_atk=c24ec3d6-97f9-4c06-98ed-89c315f15202&xptdk=c24ec3d6-97f9-4c06-98ed-89c315f15202
