titles,discripsion,lastest_Chap,condition,view,follow,link 
Thám Linh Vlog,"Vinh Tiểu Cường là người quay phim của một nhóm Vlog chuyên quay các sự kiện ma quỷ thần bí. Nhóm này xưa nay hay dùng những mánh bịp bợm để tạo ra những video giả thần giả quỷ. Một ngày, cậu được tặng một chiếc máy có thể quay được ma, quay được những hình ảnh quỷ quái và nguy hiểm mà người thường ...",Chapter 0,Tình trạng: Đang Cập Nhật,"Lượt xem: 6,692",Lượt theo dõi: 56,https://truyenqqhot.com/truyen-tranh/tham-linh-vlog-11724
Cloverfield/Kishin,Với những ai đã xem qua về vũ trụ Cloverfield chắc không còn xa lạ với cụm từ này. Nhưng Cloverfield là một vũ trụ rất phức tạp mà chỉ ba phần phim đã ra mắt thì không thể cho ta biết hết về những bí mật trong đó đc. Cloverfield Kishin lấy bối cảnh ở Nhật Bản khi thảm họa Cloverfield xảy ra. Cho ta ...,Chapter 4,Tình trạng: Đang Cập Nhật,"Lượt xem: 23,677",Lượt theo dõi: 81,https://truyenqqhot.com/truyen-tranh/cloverfieldkishin-11717
Majo To Yajuu,"Ashaf một chàng trai cao ráo nhưng gầy gò, thu hút ánh nhìn bằng cỗ quan tài đeo trên lưng. Trên tay luôn là một điếu thuốc rỉ khói; rất lịch sự nhã nhặn tỏ rõ sự tinh tế của một quý ông, một con người hiểu chuyện và có phần sắc bén. Ngược lại là Guideau, một cô gái cục súc thích bạo lực. Luôn miệng...",Chapter 11,Tình trạng: Đang Cập Nhật,"Lượt xem: 112,938",Lượt theo dõi: 810,https://truyenqqhot.com/truyen-tranh/majo-to-yajuu-11709
Gigantis,"Khi sự đối xứng bị phá vỡ, thảm họa diệt vong của nhân loại sẽ cận kề",Chapter 12,Tình trạng: Đang Cập Nhật,"Lượt xem: 201,229","Lượt theo dõi: 1,903",https://truyenqqhot.com/truyen-tranh/gigantis-11676
Unbreakable,"Luật pháp của thế giới đã thay đổi! Trong phút chốc, thế giới biến thành địa ngục cho kẻ mạnh vì thần Kashita. Kết thúc bài kiểm tra tàn sát do các vị thần đưa ra, “Yoo Dohyuk” trở thành “Đại đế”, người mạnh nhất của loài người, và đánh bại Chúa. Tuy nhiên, niềm vui chiến thắng chỉ tồn tại trong thờ...",Chapter 36,Tình trạng: Đang Cập Nhật,"Lượt xem: 130,728",Lượt theo dõi: 923,https://truyenqqhot.com/truyen-tranh/unbreakable-11571
Cuộc Báo Thù: Sáu Kẻ Vác Trên Mình Cây Thập Tự Giá,"Shun Urushima, một học sinh lớp sáu trường tiểu học, đã bị năm bạn cùng lớp bắt nạt.Bị coi là ''thí nghiệm A"", và cậu ấy đã phải trải qua những ngày tháng bị bắt nạt khủng khiếp. Shun như vậy cũng có sự cứu rỗi,Một đứa em trai dễ thương và yêu cậu.và một chú mèo nhỏ bị bỏ rơi được cậu nuôi nấng.Cha ...",Chapter 35,Tình trạng: Đang Cập Nhật,"Lượt xem: 205,631",Lượt theo dõi: 719,https://truyenqqhot.com/truyen-tranh/cuoc-bao-thu-sau-ke-vac-tren-minh-cay-thap-tu-gia-11541
Cô Ma Nữ Lắm Chuyện Và Anh Họa Sĩ Truyện Tranh Ế Ẩm,Nhà anh có nuôi một bé ma.,Chapter 40,Tình trạng: Đang Cập Nhật,"Lượt xem: 309,259","Lượt theo dõi: 1,966",https://truyenqqhot.com/truyen-tranh/co-ma-nu-lam-chuyen-va-anh-hoa-si-truyen-tranh-e-am-11461
Cuộc Chiến Sinh Tồn: Thiên Thần Sa Ngã,"Câu chuyện bắt đầu khi những sinh vật khổng lồ có cánh bỗng nhiên tràn lan hàng loạt trong sân trường. Đó là một vũ khí sinh học,những thiên thần chết đói, được thả ra khắp thế giới bởi một tổ chức khủng bố bí ẩn., Ngôi trường nhanh chóng trở thành một biển máu ... Trong nỗ lực sống sót, những học s...",Chapter 2021,Tình trạng: Đang Cập Nhật,"Lượt xem: 44,818",Lượt theo dõi: 379,https://truyenqqhot.com/truyen-tranh/cuoc-chien-sinh-ton-thien-than-sa-nga-11438
Narutaru,"Shiina Tamai, học sinh lớp 6 tiểu học nhân dịp kỳ nghỉ hè đã đến thăm nhà ông bà của mình tại một hòn đảo, và ở lại chơi trong một thời gian ngắn. Tại đó cô bé đã xém chút bị chết đuối khi đang bơi và được cứu sống bởi một sinh vật có hình dạng kỳ lạ, cô bé đặt tên cho sinh vật này là 'Hoshimaru'.Sa...",Chapter 27,Tình trạng: Đang Cập Nhật,"Lượt xem: 44,807",Lượt theo dõi: 88,https://truyenqqhot.com/truyen-tranh/narutaru-11427
Shokuryou Jinrui Re: Starving Re:Velation,Xem phần 1 ở đây: http://truyenqqq.com/truyen-tranh/shokuryou-jinrui-4757,Chapter 47,Tình trạng: Đang Cập Nhật,"Lượt xem: 497,122","Lượt theo dõi: 1,428",https://truyenqqhot.com/truyen-tranh/shokuryou-jinrui-re-starving-revelation-11408
A Lady'S Table,"Louann, làm việc như một hầu gái của biệt thự, vô tình phát hiện ra bí mật đáng sợ của cô chủ trong căn biệt thự vào ngày đầu tiên đi làm và giờ cô được mời đến một bữa ăn lạ...",Chapter 6,Tình trạng: Đang Cập Nhật,"Lượt xem: 34,534",Lượt theo dõi: 127,https://truyenqqhot.com/truyen-tranh/a-ladys-table-11396
Người Thương Thuyết Cõi Âm,"Trương Cửu lân là người chuyên mua bán âm vật (đồ cổ thành tinh), cũng là người chuyên đi giải quyết những huyền bí phía sau đồ cổ này, có về tình yêu, có về lịch sử, có những chân tướng kinh động thế gian...",Chapter 29,Tình trạng: Đang Cập Nhật,"Lượt xem: 95,196",Lượt theo dõi: 727,https://truyenqqhot.com/truyen-tranh/nguoi-thuong-thuyet-coi-am-11379
Aono-Kun Ni Sawaritai Kara Shinitai,"Nếu là vì để được chạm vào cậu thì tớ chết cũng chẳng sao. Nghe kỳ lắm nhỉ? Nhưng đây là tình yêu của tớ. Tớ thích cậu nhiều lắm, Aono-kun! Yuri-chan và bạn trai của cô ấy, Aono-kun, đã có một mối tình tuyệt vời cho đến một ngày, Aono-kun bỗng dưng qua đời... Họ sẽ không bao giờ đến được với nhau, ...",Chapter 22,Tình trạng: Đang Cập Nhật,"Lượt xem: 53,845",Lượt theo dõi: 421,https://truyenqqhot.com/truyen-tranh/aono-kun-ni-sawaritai-kara-shinitai-11371
Cuộc Diễu Hành Của Người Sống Và Kẻ Chết: Sự Báo Thù,"Một giáo viên mới với khả năng tâm linh phi thường, Shogo Kamihara đã được chỉ định vào một lớp học nơi mà nạn bắt nạt tràn lan... gặp Rika Tamaki, nữ sinh bị buộc phải tự tử sau khi bị bắt nạt. Cảm nhận được lời nguyền của một linh hồn ác quỷ mạnh mẽ trong cô bé, Kamihara bắt đầu điều tra những mắt...",Chapter 4,Tình trạng: Đang Cập Nhật,"Lượt xem: 22,506",Lượt theo dõi: 195,https://truyenqqhot.com/truyen-tranh/cuoc-dieu-hanh-cua-nguoi-song-va-ke-chet-su-bao-thu-11344
Sự Trở Lại Của Anh Hùng Diệt Thế,"Từng là 1 kẻ có gia đình êm ấm trước khi được triệu hồi tới dị giới để trở thành anh hùng, từng là anh hùng cứu dị giới nhưng sau đó lại trở thành một kẻ chẳng còn gì ở chính thế giới của mình. Tại sao ta phải chịu đau khổ như vậy chứ? Tại sao người khác lại hạnh phúc hơn ta?! Các ngươi phải là kẻ c...",Chapter 66,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,147,167","Lượt theo dõi: 4,500",https://truyenqqhot.com/truyen-tranh/su-tro-lai-cua-anh-hung-diet-the-11277
Onidere,Các bạn hãy đọc Onidere của Crystal na Yousuke và cảm nhận nhé!,Chapter 43,Tình trạng: Đang Cập Nhật,"Lượt xem: 47,154",Lượt theo dõi: 252,https://truyenqqhot.com/truyen-tranh/onidere-11269
Chiến Lược Dị Giới Của Nữ Vương Swarm Bệ Hạ,"Bất ngờ bị chuyển sinh đến dị giới, cô nàng game thủ bất ngờ trở thành nữ vương loài swarm, y như trong game cô từng chơi.Một thể loại game chiến thuật  tương tự StarCraft Hành trình trở thành Nữ Vương chiến lược tài ba thống trị isekai bắt đầu!",Chapter 34,Tình trạng: Đang Cập Nhật,"Lượt xem: 379,156","Lượt theo dõi: 3,228",https://truyenqqhot.com/truyen-tranh/chien-luoc-di-gioi-cua-nu-vuong-swarm-be-ha-11268
Phần Nhân Tính Cuối Cùng,"Thế giới lâm vào đại dịch zombie bí ẩn, nhân loại đã lâm vào bờ vực tuyệt chủng. Giờ đây quân đội cũng chỉ tự lo lấy bản thân mình, con người tìm mọi cách để tồn tại kể cả giết hại lẫn nhau. Và trong tình cảnh đó, anh ta đã xuất hiện - một kẻ mang trong mình mầm bệnh zombie. Anh ta vẫn luôn tự đấu t...",Chapter 3,Tình trạng: Đang Cập Nhật,"Lượt xem: 14,577",Lượt theo dõi: 144,https://truyenqqhot.com/truyen-tranh/phan-nhan-tinh-cuoi-cung-11254
A City Called Nowhere,Sheryl sống ở một thành phố nơi đầy rẫy những nguy hiểm mà hầu hết mọi người không nhận ra,Chapter 10,Tình trạng: Đang Cập Nhật,"Lượt xem: 57,468",Lượt theo dõi: 440,https://truyenqqhot.com/truyen-tranh/a-city-called-nowhere-11245
Búp Bê Của Quỷ - Bí Mật Của Những Thiên Tài,"Trong số những người ở xung quanh chúng ta như thủ lĩnh, nhà khởi nghiệp, siêu sao nổi tiếng, thần đồng... - có những người không cần phải mất nhiều công sức nhưng vẫn thành công, họ được gọi là thiên tài. Nhưng những thiên tài này đều có một điểm chung, họ đều sở hữu một thứ gì đó, một bí mật mà họ...",Chapter 12,Tình trạng: Đang Cập Nhật,"Lượt xem: 37,980",Lượt theo dõi: 123,https://truyenqqhot.com/truyen-tranh/bup-be-cua-quy-bi-mat-cua-nhung-thien-tai-11207
Tougen Anki,"Ichinose Shiki, một người thừa kế dòng máu Oni đã sống cả thời thơ ấu của mình mà không hề biết đến sự thật này. Tuy nhiên, khi một người đàn ông lạ mặt xông vào nhà anh ta để ám sát anh ta, cha nuôi của anh ta cuối cùng đã tiết lộ sự thật. Trong một thế giới mà Oni và Momotaro chưa bao giờ có thể...",Chapter 118,Tình trạng: Đang Cập Nhật,"Lượt xem: 2,272,400","Lượt theo dõi: 7,294",https://truyenqqhot.com/truyen-tranh/tougen-anki-11190
Tasogare Otome X Amnesia,,Chapter 46.2,Tình trạng: Đang Cập Nhật,"Lượt xem: 92,639",Lượt theo dõi: 497,https://truyenqqhot.com/truyen-tranh/tasogare-otome-x-amnesia-11154
Chiến Lược Dị Giới Của Nữ Vương Swarm,"Bất ngờ bị chuyển sinh đến dị giới, cô nàng game thủ bất ngờ trở thành nữ vương loài swarm, y như trong game cô từng chơi và hành trình trở thành nữ vương phản diện bắt đầu...",Chapter 2,Tình trạng: Đang Cập Nhật,"Lượt xem: 25,595",Lượt theo dõi: 584,https://truyenqqhot.com/truyen-tranh/chien-luoc-di-gioi-cua-nu-vuong-swarm-11112
Màn Trả Thù Calendrier Của Số 31,"Một nhóm nhạc quốc dân của Nhật với tên gọi Calendrier có 31 thành viên tượng trưng cho các ngày trong lịch. Số 31 luôn bị những người còn lại trong nhóm bắt nạt thậm tệ, nhưng cái gì cũng phải có giới hạn. 31 sẽ trở lại trả thù toàn bộ 30 kẻ còn lại trong nhóm",Chapter 3,Tình trạng: Đang Cập Nhật,"Lượt xem: 34,910",Lượt theo dõi: 436,https://truyenqqhot.com/truyen-tranh/man-tra-thu-calendrier-cua-so-31-11094
Bibliomania,"Alice thức dậy trong căn phòng được đánh số hiệu 431 của một khách sạn bí ẩn. “Ngươi tuyệt đối không được rời khỏi căn phòng này,” sinh vật tên Serpent cảnh báo, nhưng cô bé bỏ ngoài tai lời đe doạ, và rồi cơ thể em bắt đầu thối rữa... Liệu cô bé có thể thoát khỏi nơi chốn bị nguyền rủa này?",Chapter 12,Tình trạng: Hoàn Thành,"Lượt xem: 121,641",Lượt theo dõi: 497,https://truyenqqhot.com/truyen-tranh/bibliomania-11089
Sengoku No Karma,"Makoto có một cuộc sống không hề dễ dàng . cậu bị bắt nạt trong trường học và có vấn đề với cha mình do để bỏ qua trường.Cái nhìn của họ về cuộc sống bừng sáng khi Kirisaki, một cô gái trong lớp học của mình, khen ngợi kỹ năng vẽ của mình. Một thời gian sau, cậu thấy cô bị quấy rối bởi những kẻ cầm ...",Chapter 30,Tình trạng: Đang Cập Nhật,"Lượt xem: 163,625",Lượt theo dõi: 722,https://truyenqqhot.com/truyen-tranh/sengoku-no-karma-10990
Jinrou Game 2 - The Beast Side,"Trong trò chơi này, chúng ta có 12 người chơi, cùng với cả 3 ma sói, họ lại bị nhốt vào một ngôi trường lần nữa, điều gì sẽ xảy ra?",Chapter 18,Tình trạng: Đang Cập Nhật,"Lượt xem: 104,339",Lượt theo dõi: 342,https://truyenqqhot.com/truyen-tranh/jinrou-game-2-the-beast-side-10987
Watakushi No Otto Wa Reitou Koni Nemuteiru,,Chapter 11,Tình trạng: Đang Cập Nhật,"Lượt xem: 170,402",Lượt theo dõi: 574,https://truyenqqhot.com/truyen-tranh/watakushi-no-otto-wa-reitou-koni-nemuteiru-10949
The Shadow Over Innsmouth (Innsmouth No Kage),"The shadow over Innsmouth"". Được viết vào tháng 11-12 năm 1931 và được xuất bản lần đầu dưới dạng một tập sách vào tháng 4 năm 1936. Một trong hai tiểu thuyết trung tâm quan trọng nhất trong vũ trụ Lovecraft, và cũng là một trong ba tác phẩm có ảnh hưởng nhất đến cốt truyện sau này nhất của Cthulhu ...",Chapter 11,Tình trạng: Đang Cập Nhật,"Lượt xem: 60,805",Lượt theo dõi: 313,https://truyenqqhot.com/truyen-tranh/the-shadow-over-innsmouth-innsmouth-no-kage-10908
Mono No Kemonogurashi,Đây là trận chiến giữa cô gái không muốn rời khỏi căn hộ của mình và đám yêu ma đang ám tại nơi đây,Chapter 25,Tình trạng: Đang Cập Nhật,"Lượt xem: 188,196","Lượt theo dõi: 1,487",https://truyenqqhot.com/truyen-tranh/mono-no-kemonogurashi-10903
81 Câu Hỏi Siêu Cương,"Năm 2030, thế giới đối mặt diệt vong, vô số người tử vong một cách bí ẩn, những người còn sống bị một phần mềm gọi là ""81 câu hỏi dân mạng"" khống chế. Trả lời câu hỏi, vượt qua phụ bản, nhận được phần thưởng, chạy đua với tử vong chỉ có người chiến thắng sau cùng mới có cơ hội sống sót. Nữ chính h...",Chapter 2,Tình trạng: Đang Cập Nhật,"Lượt xem: 8,276",Lượt theo dõi: 44,https://truyenqqhot.com/truyen-tranh/81-cau-hoi-sieu-cuong-10865
Tôi Không Thể Sống Trong Thế Giới Này Mà Không Ngừng Nguyền Rủa,"- Một kẻ lập khế ước với Chú thần và sử dụng năng lực nguyền rủa để giết người. - Một thám tử siêu năng lực điều khiển những ý niệm tàn dư của Chú thần để tìm ra hung thủ. - Cuộc đấu trí giữa thám tử siêu năng lực và 1 kẻ có trái tim khó đoán, ai sẽ là người chiến thắng?",Chapter 4,Tình trạng: Đang Cập Nhật,"Lượt xem: 27,368",Lượt theo dõi: 357,https://truyenqqhot.com/truyen-tranh/toi-khong-the-song-trong-the-gioi-nay-ma-khong-ngung-nguyen-rua-10825
Chém Sạch Zombie,"Một làn sóng zombie bất ngờ ập tới khuôn viên trường. Calvin may mắn thoát khỏi tai họa , nhưng không thể thoát khỏi sóng gió đau khổ. Bản chất con người, cuộc sống, tương lai, mọi thứ đều vỡ vụn. Để tồn tại, mọi người liên kết với nhau và lần lượt ra đi. Dưới áp lực sinh tồn khủng khiếp, liệu cậu c...",Chapter 16,Tình trạng: Đang Cập Nhật,"Lượt xem: 40,693",Lượt theo dõi: 323,https://truyenqqhot.com/truyen-tranh/chem-sach-zombie-10816
Mầm Chết,"Seungho vốn là một học sinh trung chịu di chứng từ một tai nạn thảm khốc khi bé khiến cho cuộc sống của cậu trở nên khó khăn. Bỗng một ngày trong khi đến trường cùng cô bạn từ thuở bé, cậu bỗng dưng nhìn thấy một dấu hiệu quái dị đến từ một hành khách trên tàu, và cũng từ đó bi kịch thảm khốc với to...",Chapter 6,Tình trạng: Đang Cập Nhật,"Lượt xem: 48,466",Lượt theo dõi: 670,https://truyenqqhot.com/truyen-tranh/mam-chet-10808
