titles,lastest_Chap,types,views,follows,condition,discription,teasers,links 
Franken Fran Frantic,Chapter 7,Tác giả:KIGITSU Katsuhisa,Lượt xem:37K,Theo dõi:847,Tình trạng:Đang tiến hành,"FRANKEN FRAN FRANTIC là phần tiếp theo của bộ truyện FRANKEN FRAN : chuyến phiêu lưu kì lạ, hài hước và không kém phần rùng rợn của Fran, Veronica và những sinh vật quái dị sẽ được tiếp tục.",//st.nettruyenup.com/data/comics/192/franken-fran-frantic.jpg,https://www.nettruyenup.com/truyen-tranh/franken-fran-frantic-511360
Ba Chị Em Nhà Mikadono Dễ Đối Phó Thật Đấy,Chapter 8,"Thể loại:Comedy, Drama, Harem, Manga, Romance, School Life, Shounen",Lượt xem:130K,Theo dõi:6.493,Tình trạng:Đang tiến hành,"Ayase Yuu là con trai của một nữ diễn viên nổi tiếng và cực kì tài năng. Tuy nhiên, cậu lại chẳng có tài năng gì, dưới trung bình về mọi mặt. Mẹ Yuu mất, cậu được người bạn của mẹ nhận chăm sóc. Ở đó, cậu gặp 3 chị em học cùng trường, những người sở hữu cả tài năng và sắc đẹp.",//st.nettruyenup.com/data/comics/169/ba-chi-em-nha-mikadono-de-doi-pho-that-d-2969.jpg,https://www.nettruyenup.com/truyen-tranh/ba-chi-em-nha-mikadono-de-doi-pho-that-day-70057
Làm Ác Nữ Bộ Không Tuyệt Sao?,Chapter 33,"Thể loại:Drama, Manhwa, Ngôn Tình, Truyện Màu, Xuyên Không",Lượt xem:2.082K,Theo dõi:42K,Tình trạng:Đang tiến hành,"Trong một cuốn tiểu thuyết tàn khốc, tôi đã sở hữu cơ thể của một ác nữ kẻ bị ghét cho dù cô ta có làm gì đi chăng nữa. Nhưng sự tuyệt vọng đó chỉ trôi qua trong chốc lát. “Tôi sẽ sửa chiếc váy này theo ý của người ngay lập tức” “Tất nhiên phải như thế rồi, chẳng có cái gì gọi là bài tập về nhà ở đây cả” “Đây là viên đá quý duy nhất trong đế quốc mà người muốn sở hữu” Chỉ cần tôi nhíu mày và ngồi yên, mọiG người xung quanh đều nghe theo lời tôi. Cần gì phải tự mình sống cuộc sống khổ cực chứ? Có lẽ tôi sẽ cảm thấy thoải mái hơn nếu cứ sống như một ác nữ. “Cha, người có cần thiết phải giải các công thức theo cách chậm chạp và kém hiệu quả này không?” Tôi nghĩ sẽ tốt hơn nếu bản thân là phú bà ác nữ. Vậy nên tôi đã sử dụng tất cả kiến thức mình biết. “Vì lý do gì người không cho tôi vinh dự được hộ tống người?” Đối phó với cha cũng đủ mệt rồi, đâu ra xuất hiện nhân vật phản diện nữa vậy chứ? Điều gì sẽ xảy ra nếu người này phá vỡ kế hoạch triệu phú của mình?",//st.nettruyenup.com/data/comics/231/lam-ac-nu-bo-khong-tuyet-sao.jpg,https://www.nettruyenup.com/truyen-tranh/lam-ac-nu-bo-khong-tuyet-sao-749830
Realist Maou Niyoru Seiiki Naki Isekai Kaikaku,Chapter 30,"Thể loại:Action, Drama, Fantasy, Manga, Seinen",Lượt xem:1.967K,Theo dõi:30K,Tình trạng:Đang tiến hành,"Trong một lâu đài mục nát, Ashta thức dậy với tư cách một Quỷ vương. Với trí tuệ ‘từ kiếp trước, anh sẽ cai trị vùng đất của mình như một người thực dụng. Ma vương, tại sao ngài lại tấn công các Anh hùng cấp 1? -Đánh bại chúng trước khi chúng trở nên mạnh hơn. Đó gọi là chiến lược. Ma vương, tại sao ngài lại trà trộn tiền giả đến đất nước kẻ địch? -Càng mang lại sự hỗn loạn cho nền kinh tế của chúng, chúng sẽ càng tự hủy hoại bản thân Đội quân người sói đã tấn công. Ta có nên sử dụng đạn bạc? -Không nên bắn đạn thôi, Ta sẽ dùng pháo để bắn. Và như thế, Ashta ‘cải cách xu hướng cũ. Anh sẽ trở thành một lãnh chúa được người dân và cấp dưới yêu mến và sẽ tiếp tục được gọi là Ma vương mạnh nhất trong lịch sử.",//st.nettruyenup.com/data/comics/114/realist-maou-niyoru-seiiki-naki-isekai-k-1617.jpg,https://www.nettruyenup.com/truyen-tranh/realist-maou-niyoru-seiiki-naki-isekai-kaikaku-213620
"Gửi em, người bất tử",Chapter 127,Tình trạng:Đang tiến hành,Bình luận:2.089,Ngày cập nhật:5 ngày trước,Lượt xem:3.816K,"Tên khác: To You, The Immortal Nó bị bỏ rơi lạc lõng một mình trên bề mặt. Lang thang khắp chốn, ""nó"" tìm đến cậu bé sống cô độc giữa cơn bão tuyết.",//st.nettruyenup.com/data/comics/89/gui-em-nguoi-bat-tu.jpg,https://www.nettruyenup.com/truyen-tranh/gui-em-nguoi-bat-tu-151930
Dành Cho Nhân Vật Bị Bỏ Rơi Yêu Thích Nhất Của Tôi,Chapter 49.1,"Thể loại:Chuyển Sinh, Cổ Đại, Drama, Manhwa, Ngôn Tình, Romance, Truyện Màu, Xuyên Không",Lượt xem:8.672K,Theo dõi:64K,Tình trạng:Đang tiến hành,"“Hãy cứu lấy người thân yêu nhất của tôi!” Hestia, bị chiếm hữu bởi cuốn tiểu thuyết của Ropan, người mà cô ấy yêu đủ để lái xe cho N vòng. Nhờ sở hữu Ngoại truyện, cuối cùng cái kết của tác phẩm cũng gặp được trực giác của các nhân vật chính! Những mong đợi trở lại hiện thực sau khi kết thúc tan vỡ, Sau khi kết thúc cuốn tiểu thuyết, ngay cả trước khi anh thoát khỏi cú sốc về cái chết của nhân vật yêu thích của mình, Caelus, đằng sau cuốn tiểu thuyết. Nó quay trở lại ngay sau khi kết thúc cuốn tiểu thuyết … ! Sau đó, lần này, tôi sẽ bảo vệ yêu thích của tôi!",//st.nettruyenup.com/data/comics/252/danh-cho-nhan-vat-bi-bo-roi-yeu-thich-nh-2554.jpg,https://www.nettruyenup.com/truyen-tranh/danh-cho-nhan-vat-bi-bo-roi-yeu-thich-nhat-cua-toi-680920
Người đàn ông không thể ly hôn,Chapter 5,Tác giả:Otake Reiji,Lượt xem:65K,Theo dõi:2.216,Tình trạng:Đang tiến hành,"Okatani, từ một phóng viên với bề dày thành tích vang dội bỗng một ngày quyết định bỏ lại toàn bộ công việc để trở thành một ông bố bỉm sữa toàn thời gian!?Nhưng kỳ thực có một lý do sâu xa cho hành động này của anh...",//st.nettruyenup.com/data/comics/110/nguoi-dan-ong-khong-the-ly-hon.jpg,https://www.nettruyenup.com/truyen-tranh/nguoi-dan-ong-khong-the-ly-hon-79214
The Fragrant Flower Blooms With Dignity - Kaoru hana wa rin to saku,Chapter 60,"Thể loại:Comedy, Drama, Manga, Romance, School Life",Tình trạng:Đang tiến hành,Bình luận:2.692,Tác giả:Mikami Saka,"Ở một nơi nào đó, có 2 trường cao trung lân cận. Cao trung Chidori, một trường nam sinh cấp thấp hội tụ đủ những thằng đần, trường nữ sinh Kikyo, một trường nữ sinh danh giá . Rintaro Tsugumi, một nam sinh năm 2 to khỏe và trầm tính tại trường Chidori, bắt gặp Kaoruko Waguri, một khách hàng khi cậu đang giúp việc tại cửa hàng bánh nhà mình . Rintaro cảm thấy thoải mái khi dành thời gian bên Kaoruko, nhưng cô lại là học sinh của trường Kikyo, ngôi trường hàng xóm cực kì căm ghét trường Chidori. Đây là câu chuyện về 2 con người ở rất gần nhưng lại rất xa",//st.nettruyenup.com/data/comics/177/the-fragrant-flower-blooms-with-dignity-4746.jpg,https://www.nettruyenup.com/truyen-tranh/the-fragrant-flower-blooms-with-dignity-kaoru-hana-wa-rin-to-saku-61105
Bậc Thầy Kiếm Sĩ Lười Biếng,Chapter 61,"Thể loại:Action, Adventure, Chuyển Sinh, Comedy, Drama, Fantasy, Manhwa, Shounen",Lượt xem:4.514K,Theo dõi:37K,Tình trạng:Đang tiến hành,"""Haizz, mãi mới giết được Chúa Quỷ... Tái sinh ư? Hãy để tôi yên! Hãy để tôi nghỉ ngơi!... Tôi muốn... ngủ..."" Một anh hùng từ thế giới khác được tái sinh. Anh chỉ muốn sống một cuộc đời mới yên bình, nhưng những rắc rối của anh bắt đầu từ khoảnh khắc gia đình anh bắt đầu chọn người thừa kế... Cuộc sống không hề dễ dàng như anh ấy muốn, vì thế anh sẽ phải chọn giương nanh vuốt của mình lên hay tiếp tục... ... giấc ngủ trưa? ... Main bá nhưng không muốn thể hiện, nhưng một khi đã thể hiện thì... ""Việc đã qua không có nghĩa là kết thúc. Nó chỉ kết thúc khi ta tự hoàn thành!"" - (Main)",//st.nettruyenup.com/data/comics/179/bac-thay-kiem-si-luoi-bieng.jpg,https://www.nettruyenup.com/truyen-tranh/bac-thay-kiem-si-luoi-bieng-657150
Để Có Thể Sống Sót,Chapter 73,Tình trạng:Đang tiến hành,Bình luận:5.921,Ngày cập nhật:6 ngày trước,Lượt xem:5.160K,"Imda Jun - một nam sinh yếu ớt, mỗi ngày đi học của cậu đều là một ngày sống trong địa ngục. Bị bắt nạt bởi bọn đầu gấu với đủ mọi phương thức tàn độc nhất, thầy cô ngó lơ, gia đình bỏ rơi, Imda Jun đã gần như rơi vào hố sâu tuyệt vọng và muốn tìm đến cái chết. Nhưng ngay thời điểm đó, một bản tin thời sự phỏng vấn một nam sinh vốn là nạn nhân của bạo lực học đường đã ra tay hạ thủ tất cả những kẻ đã bắt nạt. Tin tức đấy đã trở thành lối thoát cho Imda Jun! ""Những nỗi đau, những nỗi uất hận và cả sự phẫn nộ đó, chúng mày sẽ phải nhận lấy gấp trăm, gấp ngàn lần những gì tao đã gánh chịu!""",//st.nettruyenup.com/data/comics/56/de-co-the-song-sot.jpg,https://www.nettruyenup.com/truyen-tranh/de-co-the-song-sot-415280
Sát Nhân Biết Yêu,Chapter 5,"Thể loại:Drama, Horror, Manga, Mature, Psychological, Romance, Seinen, Tragedy",Tình trạng:Đang tiến hành,Bình luận:78,Tác giả:Akiyama Enma,"Suzuki Ryuto, cậu sinh viên hướng nội cố thay đổi bản thân. Cậu tham gia CLB hoạt động ngoài trời và gặp Yoshizaki Kokoa trong buổi nhậu. Kokoa nhờ cậu giả làm bạn trai và sóng gió ập đến Ryuto.",//st.nettruyenup.com/data/comics/192/sat-nhan-biet-yeu.jpg,https://www.nettruyenup.com/truyen-tranh/sat-nhan-biet-yeu-80064
Vị Hôn Thê Của Thái Tử,Chapter 37,"Thể loại:Cổ Đại, Drama, Manhwa, Ngôn Tình, Truyện Màu",Lượt xem:1.211K,Theo dõi:30K,Tình trạng:Đang tiến hành,"Một bí mật của thái tử mà tôi, hầu gái của hoàng cung vô tình nghe được. Vị hôn thê đã bỏ trốn của thái tử thực ra là một người đàn ông?! “Xin hãy tha mạng cho tôi! Tôi sẽ làm theo dù là bất cứ điều gì!” ""Bất cứ điều gì ư?"" Khi tôi gật đầu lia lịa, thái tử nở một nụ cười lạnh. Chỉ có một cách để sống chính là im lặng!! ""Vậy ta sẽ chọn cô"" ""Chọn tôi?"" ""Làm vị hôn thê mới của ta"" Vì thế nên tôi đã trở thành vị hôn thê(thay thế) của thái tử. *** ""Nếu hai tuần sau tổ chức bữa tiệc an toàn, ta sẽ để em đi"" Tôi đã tin lời nói của thái tử và cố gắng chịu đựng. Chúng tôi đã tổ chức một bữa tiệc an toàn...nhưng tại sao anh ta vẫn chưa cho tôi đi? ""Bây giờ người đó cũng đã quay về rồi, vậy nên tôi sẽ rời đi"" ""Ai nói?"" Tôi cứ tưởng bản thân chỉ là người thay thế. ""Em không được đi đâu cả, vì em là vị hôn thê duy nhất của ta"" Đột nhiên thái tử trở nên thật kỳ lạ...",//st.nettruyenup.com/data/comics/219/vi-hon-the-cua-thai-tu.jpg,https://www.nettruyenup.com/truyen-tranh/vi-hon-the-cua-thai-tu-73691
Sensei no Shiroi Uso,Chapter 13,"Thể loại:Adult, Drama, Manga, Romance, School Life, Seinen",Tình trạng:Đang tiến hành,Bình luận:54,Tác giả:Torikai Akane,"Misuzu Hara là một giáo viên trẻ, phải chịu đựng sự đau đớn khi bị làm nhục bởi Hayafuji, bạn trai của bạn thân cô là Minako. Dẫu vậy, cô quyết giữ kín chuyện này với Minako để giữ an toàn cho mối quan hệ của ba người bọn họ.",//st.nettruyenup.com/data/comics/212/sensei-no-shiroi-uso.jpg,https://www.nettruyenup.com/truyen-tranh/sensei-no-shiroi-uso-268360
Lựa Chọn Phân Kỳ,Chapter 185,Tác giả:Akamatsu Ken,Lượt xem:3.585K,Theo dõi:12K,Tình trạng:Đang tiến hành,Câu truyện là phần tiếp theo nối tiếp bộ truyện đình đám một thời Mahou Sensei Negima! với anh Main chính là cháu nội của Negima Sensei chứ không đâu xa. Link phần 1,//st.nettruyenup.com/data/comics/106/lua-chon-phan-ky.jpg,https://www.nettruyenup.com/truyen-tranh/lua-chon-phan-ky-44580
Ly Hôn Nào!,Chapter 6,Tình trạng:Đang tiến hành,Bình luận:25,Ngày cập nhật:3 ngày trước,Lượt xem:14K,"Sau khi video bị bão đá của cô lan truyền trên Internet, Baek-hui quá nhục nhã và xấu hổ khi sống ở Hàn Quốc và muốn chuyển đến một quốc gia khác. Để làm như vậy, cô ấy đồng ý kết hôn với Han-gyeol, anh thường trú ở Úc và dự định ly hôn với anh ngay khi cô ấy nhận được giấy tờ xác nhận. Tuy nhiên, để nhận được giấy đăng ký kết hôn, họ phải chứng minh được rằng tình yêu của họ là thật. Họ sẽ làm thế nào khi cuộc hôn nhân này là một sự giả dối?",//st.nettruyenup.com/data/comics/184/ly-hon-nao.jpg,https://www.nettruyenup.com/truyen-tranh/ly-hon-nao-80056
Good/Bad Fortune,Chapter 84,Tình trạng:Đang tiến hành,Bình luận:1.063,Ngày cập nhật:5 ngày trước,Lượt xem:745K,"Hãy cẩn thận khi đối mặt với họ, vì họ có thể thay đổi cả số phận của bạn!Khi vận may và xui xẻo lại là một loại năng lực thì bạn sẽ làm gì để sống cùng với nó? Areka Putra, 1 thiếu niên vừa lên lớp 10 đã phải sống với năng lực ""XUI XẺO"" ngay từ khi sinh ra. Cậu sẽ gặp phải xui xẻo khi các ""Dấu hiệu"" xuất hiện và cậu hoặc phải gánh lấy nó, hoặc tìm một nạn nhân và đối mắt với người đó trong 10 giây, rồi người đó sẽ phải gánh sự xui xẻo đó thay cậu. Cũng vì vậy mà cậu bị dính phải những lời đồn tiêu cực và bị xa lánh. Mọi chuyện vẫn sẽ cứ trôi đi một cách cô độc như vậy nếu như Areka không gặp Aya( hay Laila Putriani), một cô gái năng động và đang là một ngôi sao quảng cáo mới nổi. Nhưng nhan sắc hay tài năng không chỉ là điểm đặc biệt duy nhất của Aya, mà mọi người xung quanh đồn rằng Aya có khả năng ""ban phát"" sự may mắn cho bất kì ai ở gần cô ấy.Xui xẻo/May mắn, liệu câu chuyện về hai con người đối lập này sẽ thay đổi ra sao? Liệu Areka có thoát khỏi cuộc sống đầy xui xẻo của bản thân mình? Hãy đọc truyện và theo dõi nhé!!!",//st.nettruyenup.com/data/comics/35/goodbad-fortune.jpg,https://www.nettruyenup.com/truyen-tranh/goodbad-fortune-75043
Hoán Đổi Diệu Kỳ,Chapter 437,"Thể loại:Comedy, Drama, Psychological, School Life, Seinen",Tình trạng:Đang tiến hành,Bình luận:45K,Tác giả:Park Tae Joon,"Park Hyung Suk, béo và xấu xí, luôn bị lôi ra làm trò cười và bắt nạt ở trường. Nhưng có một phép màu đã xảy ra.....",//st.nettruyenup.com/data/comics/162/lookism.jpg,https://www.nettruyenup.com/truyen-tranh/hoan-doi-dieu-ky-93798
Người Thừa Kế,Chapter 31,"Thể loại:Cổ Đại, Drama, Manhwa, Ngôn Tình, Romance, Truyện Màu",Lượt xem:785K,Theo dõi:11K,Tình trạng:Đang tiến hành,"Liella Tennier, cô sở hữu đôi tay trời ban có thể trồng ra những bông hoa toả sáng, nhưng cô lại không biết đối với những thuật sĩ đá quý, bông hoa ấy như bảo vật. Công tước Hawson – một thuật sĩ đá quý thời đại đã chú ý đến cô và cho cô thùa kế toàn bộ tài sản của mình (bao gồm tất cả số đá quý đã hứa sẽ giao cho Đại Công tước Ha Un…) Vậy nếu bạn là Đại Công tước Ha Un, thì bạn sẽ làm gì? Vạch mặt kẻ ăn không ngồi rồi đột nhiên nhảy vào chiếm lấy tài sản của mình? Hay va phải con đuỹ tình yêu và phán 1 câu xanh rờn: “Mọi thứ ở dinh thự Công tước Hawnson đều là của ta. Cả kể cô cũng vậy.”",//st.nettruyenup.com/data/comics/97/nguoi-thua-ke.jpg,https://www.nettruyenup.com/truyen-tranh/nguoi-thua-ke-70497
